OID_,VALUE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90,PCT95,PCT100
748,750,2022499.000000000000000,0.146888705274000,1,3923,3922,697.185722218000024,467.747201986999983,1410057426.000000000000000,3242,807,2503,691,1200,1519,3923
749,751,559648.000000000000000,0.040645740803300,1,3657,3656,595.590092344000027,508.261905108999997,333320804.000000000000000,2542,24,1719,490,1250,1607,3657
750,752,4847699.000000000000000,0.352075442147000,1,3964,3963,1148.759162439999955,725.757540287999973,5568838643.000000000000000,3888,1035,3451,1081,2176,2546,3964
751,753,7717741.000000000000000,0.560518933818000,1,3918,3917,957.517863712000008,511.981917854000017,7389874875.000000000000000,3790,795,3009,892,1568,1924,3918
752,754,1450769.000000000000000,0.105365481051000,1,3852,3851,545.982398989999979,420.947619921000012,792094339.000000000000000,2724,27,3028,500,1003,1284,3852
753,755,4478582.000000000000000,0.325267459436000,1,3865,3864,262.650772946000018,347.053638200000023,1176303024.000000000000000,2896,34,2635,121,706,959,3865
754,756,10913740.000000000000000,0.792635812573000,1,3975,3974,1168.193899249999959,738.315158064000002,12749364486.000000000000000,3915,30,3902,1095,2225,2588,3975
755,757,5872116.000000000000000,0.426476115171000,1,3904,3903,1148.409774259999949,712.215879166000036,6743595410.000000000000000,3875,1063,3481,1082,2152,2497,3904
756,758,4714965.000000000000000,0.342435325931000,1,3869,3868,418.416578277999974,496.745114992000026,1972819522.000000000000000,3311,38,3013,211,1136,1433,3869
757,759,634245.000000000000000,0.046063521849100,1,4261,4260,947.703746974999945,584.518189936999988,601076363.000000000000000,3352,681,4,789,1634,2300,4261
